id;point;address
69385;15007;choa chu kang road 502-m
69386;15007;choa chu kang road 502f
69387;15007;choa chu kang road 502h
69388;15007;choa chu kang road 502k/502m
69389;15007;choa chu kang road 502l
69390;15007;choa chu kang road 502m
69391;15007;choa chu kang road 502p
69392;15007;choa chu kang road 506a
69393;15007;choa chu kang road 506b
69394;15007;choa chu kang road 506d
69395;15007;choa chu kang road 506e
69396;15007;choa chu kang road 507a
69397;15007;choa chu kang road 508a
69398;15007;choa chu kang road 508d
69399;15007;choa chu kang road 512e
69400;15007;choa chu kang road 513
69401;15007;choa chu kang road 514a
69402;15007;choa chu kang road 515
69403;15007;choa chu kang road 516a
69404;15007;choa chu kang road 516c
69405;15007;choa chu kang road 516d
69406;15007;choa chu kang road 516j
69407;15007;choa chu kang road 518c
69408;22240;choa chu kang road 519
69409;15007;choa chu kang road 521
69410;15007;choa chu kang road 523
69411;15007;choa chu kang road 527
69412;15007;choa chu kang road 529
69413;15007;choa chu kang road 531
69414;15007;choa chu kang road 533
69415;15007;choa chu kang road 535
69416;15007;choa chu kang road 537
69417;15007;choa chu kang road 539a
69418;20179;choa chu kang road 53a
69419;15007;choa chu kang road 541
69420;15007;choa chu kang road 541a
69421;15007;choa chu kang road 541b
69422;15007;choa chu kang road 543
69423;15007;choa chu kang road 543f
69424;15007;choa chu kang road 544a
69425;15007;choa chu kang road 547-549
69426;15007;choa chu kang road 549
69427;15007;choa chu kang road 551f
69428;15007;choa chu kang road 553
69429;15007;choa chu kang road 553e
69430;15007;choa chu kang road 555
69431;15007;choa chu kang road 555d
69432;15007;choa chu kang road 555f
69433;15007;choa chu kang road 563
69434;15007;choa chu kang road 568
69435;15007;choa chu kang road 568a
69436;15007;choa chu kang road 569
69437;15007;choa chu kang road 570
69438;15007;choa chu kang road 571
69439;15007;choa chu kang road 572
69440;15007;choa chu kang road 575
69441;15007;choa chu kang road 581
69442;15007;choa chu kang road 583
69443;15007;choa chu kang road 585
69444;15007;choa chu kang road 587
69445;24926;choa chu kang road 591
69446;15007;choa chu kang road 597
69447;15007;choa chu kang road 5b
69448;15007;choa chu kang road 5d
69449;15007;choa chu kang road 5e
69450;15007;choa chu kang road 6
69451;15007;choa chu kang road 60-a
69452;15007;choa chu kang road 609
69453;15007;choa chu kang road 60a
69454;15007;choa chu kang road 611
69455;15007;choa chu kang road 615
69456;15007;choa chu kang road 625
69457;15007;choa chu kang road 625t
69458;15007;choa chu kang road 64
69459;15007;choa chu kang road 69
69460;15007;choa chu kang road 6d
69461;15007;choa chu kang road 6e
69462;15007;choa chu kang road 7-p
69463;15007;choa chu kang road 74
69464;15007;choa chu kang road 74a
69465;15007;choa chu kang road 75
69466;15007;choa chu kang road 79
69467;15007;choa chu kang road 7a
69468;15007;choa chu kang road 7p
69469;15007;choa chu kang road 8
69470;15007;choa chu kang road 806u
69471;15007;choa chu kang road 806x
69472;15007;choa chu kang road 806z
69473;15007;choa chu kang road 81n
69474;15007;choa chu kang road 828a
69475;15007;choa chu kang road 82a
69476;15007;choa chu kang road 83
69477;15007;choa chu kang road 832
69478;15007;choa chu kang road 834
69479;15007;choa chu kang road 836
69480;15007;choa chu kang road 838b
69481;15007;choa chu kang road 83n
69482;15007;choa chu kang road 85
69483;15007;choa chu kang road 869a
69484;15007;choa chu kang road 871e
69485;15007;choa chu kang road 882
69486;15007;choa chu kang road 886
69487;15007;choa chu kang road 888
69488;15007;choa chu kang road 89
69489;15007;choa chu kang road 890
69490;15007;choa chu kang road 892
69491;15007;choa chu kang road 896
69492;15007;choa chu kang road 8a
69493;15007;choa chu kang road 9
69494;15007;choa chu kang road 9-d
69495;15007;choa chu kang road 9-m
69496;15007;choa chu kang road 904
69497;15007;choa chu kang road 906
69498;15007;choa chu kang road 91
69499;22240;choa chu kang road 91d
69500;15007;choa chu kang road 92
69501;15007;choa chu kang road 93
69502;15007;choa chu kang road 93-c
69503;15007;choa chu kang road 93f
69504;15007;choa chu kang road 95
69505;20179;choa chu kang road 96
69506;22240;choa chu kang road 98
69507;15007;choa chu kang road 98a
69508;15007;choa chu kang road 9a
69509;15007;choa chu kang road 9g
69510;15007;choa chu kang road 9m
69511;15007;choa chu kang road 9p
69512;15007;choa chu kang track 14 23a
69513;15007;choa chu kang track 14 93a
69514;25474;choa chu kang track 5 150a
69515;15007;choa chu kang track 5 66
69516;15007;jalan berseh 2
69517;15007;jalan berseh 20
69518;15007;jalan berseh 20h
69519;15007;jalan berseh 22
69520;15007;jalan berseh 22e
69521;15007;jalan berseh 24
69522;15007;jalan berseh 26g
69523;15007;jalan berseh 36l
69524;15007;jalan berseh 39
69525;15007;jalan berseh 39c
69526;15007;jalan berseh 39f
69527;15007;jalan berseh 43f
69528;15007;jalan berseh 48s
69529;15007;jalan berseh 48v
69530;15007;jalan berseh 50f
69531;15007;jalan berseh 51
69532;15007;jalan berseh 60h
69533;15007;jalan berseh 60n
69534;15007;jalan berseh 60u
69535;15007;jalan berseh 62a
69536;15007;jalan berseh 62g
69537;15007;jalan berseh 66h
69538;15007;jalan berseh 70c
69539;15007;jalan berseh 70f
69540;15007;jalan besar 62d
69541;15007;jalan gelam 112a
69542;15007;jalan gelam 27f
69543;15007;jalan gelam 37b
69544;15007;jalan gelam 57c
69545;15007;jalan gelam 87e
69546;15007;jalan girang 57c
69547;15007;jalan lam sam 101
69548;15007;jalan lam sam 101d
69549;15007;jalan lam sam 103d
69550;15007;jalan lam sam 104c
69551;15007;jalan lam sam 107
69552;15007;jalan lam sam 115-3a
69553;15007;jalan lam sam 11a
69554;15007;jalan lam sam 124a
69555;15007;jalan lam sam 148
69556;15007;jalan lam sam 150
69557;15007;jalan lam sam 152e
69558;15007;jalan lam sam 158d
69559;15007;jalan lam sam 158f
69560;15007;jalan lam sam 159c
69561;15007;jalan lam sam 160g
69562;15007;jalan lam sam 160j
69563;15007;jalan lam sam 161
69564;15007;jalan lam sam 164h
69565;15007;jalan lam sam 170h
69566;15007;jalan lam sam 174h
69567;15007;jalan lam sam 17f
69568;15007;jalan lam sam 186g
69569;15007;jalan lam sam 187
69570;15007;jalan lam sam 18a
69571;15007;jalan lam sam 26f
69572;15007;jalan lam sam 32a
69573;15007;jalan lam sam 57c
69574;15007;jalan lam sam 6
69575;15007;jalan lam sam 61n
69576;15007;jalan lam sam 61x
69577;15007;jalan lam sam 63a
69578;15007;jalan lam sam 65p
69579;15007;jalan lam sam 93
69580;15007;jalan lam sam 93a
69581;15007;jalan lam sam 93k
69582;15007;jalan lam sam 97a
69583;22261;jalan lekar 1
69584;15007;jalan lekar 46
69585;15007;jalan lekar 47
69586;22782;jalan lekar 56
69587;15007;jalan lekar 81a
69588;15007;jalan lekub 101
69589;15007;jalan lekub 104a
69590;15007;jalan lekub 106
69591;15007;jalan lekub 109
69592;15007;jalan lekub 115
69593;15007;jalan lekub 11c
69594;15007;jalan lekub 154d
69595;15007;jalan lekub 174d
69596;15007;jalan lekub 1r
69597;15007;jalan lekub 26c
69598;15007;jalan lekub 29a
69599;15007;jalan lekub 30c
69600;15007;jalan lekub 44b
69601;15007;jalan lekub 46
69602;15007;jalan lekub 50
69603;15007;jalan lekub 54d
69604;15007;jalan lekub 55
69605;15007;jalan lekub 55c
69606;15007;jalan lekub 56
69607;15007;jalan lekub 56d
69608;16366;jalan lekub 56e
69609;15007;jalan lekub 58u
69610;15007;jalan lekub 59e
69611;15007;jalan lekub 61e
69612;15007;jalan lekub 62
69613;15007;jalan lekub 63
69614;15007;jalan lekub 67
69615;15007;jalan lekub 76
69616;15007;jalan lekub 79b
69617;15007;jalan lekub 79e
69618;15007;jalan lekub 81
69619;15007;jalan lekub 81e
69620;15007;jalan lekub 99
69621;15007;jalan mawar 1
69622;15007;jalan mawar 10
69623;15007;jalan mawar 11
69624;15007;jalan mawar 16
69625;24420;jalan mawar 19b
69626;15007;jalan mawar 20
69627;15007;jalan mawar 20b
69628;15007;jalan mawar 23a
69629;15007;jalan mawar 26g
69630;15007;jalan mawar 27
69631;15007;jalan mawar 28
69632;15007;jalan mawar 29
69633;15007;jalan mawar 2a
69634;15007;jalan mawar 3
69635;15007;jalan mawar 33
69636;15007;jalan mawar 35
69637;15007;jalan mawar 37a
69638;15007;jalan mawar 41a
69639;15007;jalan mawar 45
69640;15007;jalan mawar 45a
69641;15007;jalan mawar 47
69642;15007;jalan mawar 55b
69643;15007;jalan mawar 56
69644;15007;jalan mawar 58
69645;15007;jalan mawar 6
69646;15007;jalan mawar 61
69647;15007;jalan mawar 62
69648;15007;jalan mawar 63
69649;15007;jalan mawar 65
69650;15007;jalan mawar 66
69651;15007;jalan mawar 6a
69652;15007;jalan mawar 70
69653;15007;jalan mawar 8
69654;15007;jalan mawar 9
69655;15007;jalan mulia 55c
69656;15007;jalan paras 27
69657;15007;jalan paras 31
69658;15007;jalan paras 33
69659;15007;jalan paras 42
69660;15007;jalan paras 46a
69661;15007;jalan paras 46d
69662;15007;jalan paras 48a
69663;15007;jalan pinang 102
69664;15007;jalan pinang 13c
69665;15007;jalan pinang 21a
69666;15007;jalan pinang 26
69667;15007;jalan pinang 28c
69668;15007;jalan pinang 40a
69669;15007;jalan pinang 52
69670;15007;jalan pinang 53
69671;15007;jalan pinang 62g
69672;15007;jalan pinang 68
69673;15007;jalan pinang 73
69674;15007;jalan pinang 80a
69675;15007;jalan sankam 17f
69676;15007;jalan sendudok 10
69677;15007;jalan sendudok 16
69678;15007;jalan sendudok 30
69679;15007;jalan sendudok 40
69680;15007;jalan sendudok 8
69681;15007;jalan sungei poyan 100
69682;15007;jalan sungei poyan 21g
69683;15007;jalan sungei poyan 22
69684;15007;jalan sungei poyan 31
69685;15007;jalan sungei poyan 32f
69686;15007;jalan sungei poyan 32m
69687;15007;jalan sungei poyan 32s
69688;15007;jalan sungei poyan 36a
69689;15007;jalan sungei poyan 56c
69690;24926;lim chu kang lane 5a 57
69691;15007;lim chu kang road 12
69692;15007;lim chu kang road 167a
69693;15007;lim chu kang road 207
69694;24926;lim chu kang road 2518
69695;15007;lim chu kang road 2604
69696;15007;lim chu kang road 2619
69697;15007;lim chu kang road 273
69698;24926;lim chu kang road 303
69699;15007;lim chu kang road 3033
69700;15007;lim chu kang road 3453
69701;15007;lim chu kang road 352w
69702;24926;lim chu kang road 3610
69703;15007;lim chu kang road 3750
69704;15007;lim chu kang road 58a
69705;15007;lim chu kang road 652b
69706;24926;lim chu kang road 722
69707;15007;lim chu kang road 743d
69708;15007;lim chu kang road 822k
69709;23724;lim chu kang road 825d
69710;15007;lim chu kang road 89j
69711;15007;lim chu kang road 89m
69712;15007;lim chu kang road 89p
69713;15007;lim chu kang road 91
69714;15007;lim chu kang road 91f
69715;15007;lim chu kang road 93
69716;23724;lorong pasu 31
69717;15007;lorong pasu 35b
69718;15007;lorong pasu 35n
69719;15007;lorong selangat 20e
69720;15007;lorong selangat 20g
69721;15007;lorong selangat 20l
69722;15007;lorong selangat 20n
69723;15007;lorong selangat 36
69724;15007;lorong selangat 43a
69725;15007;lorong selangat 61
69726;15007;lorong selangat 67a
69727;15007;lorong selangat 86
69728;15007;lorong selangat 9a
69729;15007;lorong selangat 9b
69730;15007;lorong semangka 52
69731;15007;lorong semangka 75
69732;15007;lorong semangka st 5
69733;15007;neo tiew road 105a
69734;24926;neo tiew road 67d
69735;15007;sungei tengah road 110k
69736;15007;sungei tengah road 11g
69737;15007;sungei tengah road 11l
69738;15007;sungei tengah road 11n
69739;15007;sungei tengah road 20 lot ipi
69740;15007;sungei tengah road 21f
69741;15007;sungei tengah road 23a
69742;15007;sungei tengah road 29b
69743;15007;sungei tengah road 31k
69744;23772;sungei tengah road 32
69745;24207;sungei tengah road 33b
69746;15007;sungei tengah road 35e
69747;15007;sungei tengah road 35k
69748;15007;sungei tengah road 37a
69749;15007;sungei tengah road 39-f
69750;15007;sungei tengah road 39m
69751;15007;sungei tengah road 39q
69752;15007;sungei tengah road 39s
69753;15007;sungei tengah road 41k
69754;15007;sungei tengah road 41p
69755;15007;sungei tengah road 41r
69756;15007;sungei tengah road 43q
69757;15007;sungei tengah road 43s
69758;15007;sungei tengah road 45-v
69759;15007;sungei tengah road 77b
69760;15007;sungei tengah road 79-3
69761;15007;sungei tengah road 79-b
69762;15007;sungei tengah road 83b
69763;15007;sungei tengah road 86c
69764;15007;sungei tengah road 9c
69765;15007;sungei tengah road 9j
69766;15007;sungei tengah road 9r
69767;15007;sungei tengah road plot 12 mk
69768;15007;sungei tengah road plot st 21
69769;15007;sungei tengah road st 16 mk 1
69770;15007;sungei tengah road st 16 mk11
69771;15008;lorong kembang 17
69772;15009;mulberry avenue 27
69773;15010;fourth chin bee road 1
69774;15010;fourth chin bee road 11
69775;15010;fourth chin bee road 19
69776;15010;fourth chin bee road 21
69777;15010;fourth chin bee road 5
69778;15010;fourth chin bee road 7
69779;15010;fourth chin bee road 9
69780;15011;mount pleasant drive 22
69781;15012;bedok road 349
69782;15013;puay hee avenue 28b
69783;15014;mulberry avenue 29
69784;15015;jalan chempaka kuning 53
69785;15016;greenwood avenue 27
69786;15017;macpherson road 378
69787;15018;bedok road 302
69788;15019;bedok road 347
69789;15020;hillcrest road 71
69790;15021;kee choe avenue 1
69791;15021;kee choe avenue 11
69792;15021;kee choe avenue 11a
69793;15021;kee choe avenue 13
69794;15021;kee choe avenue 14
69795;15021;kee choe avenue 15
69796;15021;kee choe avenue 17
69797;15021;kee choe avenue 17a
69798;15021;kee choe avenue 18
69799;15021;kee choe avenue 20
69800;15021;kee choe avenue 21
69801;15021;kee choe avenue 23
69802;15021;kee choe avenue 25
69803;15021;kee choe avenue 28
69804;15021;kee choe avenue 46
69805;15021;kee choe avenue 5
69806;15021;kee choe avenue 50
69807;15021;kee choe avenue 54
69808;15021;kee choe avenue 62
69809;15021;kee choe avenue 68
69810;15021;kee choe avenue 8
69811;15021;kee choe avenue 9b
69812;15021;macpherson road 103
69813;15022;redwood avenue 3
69814;15023;upper changi road 395
69815;15024;bedok road 327
69816;15025;mount pleasant road 153
69817;15026;bedok north street 3 503
69818;15027;bedok north road 111
69819;15028;bedok reservoir road 30
69820;15029;upper changi road 600
69821;15030;bedok road 348
69822;15031;macpherson road 386
69823;15032;bedok north drive 2
69824;15032;bedok north drive 20
69825;15032;bedok north road 101
69826;15032;bedok north road 108
69827;15032;bedok north road 115
69828;15032;bedok north road 116
69829;15032;bedok north road 117
69830;15032;bedok north road 119
69831;15032;bedok north road 124
69832;15032;bedok north road 182
69833;15032;bedok north road 183
69834;15032;bedok north road 421
69835;15032;bedok north road 422
69836;15032;bedok north road 425
69837;15032;bedok north road 426
69838;15032;bedok north road 427
69839;15032;bedok north road 428
69840;15032;bedok north road 530
69841;15032;bedok north road 706
69842;15032;bedok north road 708
69843;15032;bedok north road 75
69844;15032;bedok north road 76
69845;15032;bedok north road 78
69846;15032;bedok north road 79
69847;15032;bedok north road 81
69848;15032;bedok north road 82
69849;15032;bedok north road 83
69850;15032;bedok north road 99
69851;15032;old jurong road 60
69852;20416;tampines street 92 9010
69853;15033;jalan naga sari 2b
69854;15034;redwood avenue 6
69855;15035;watten estate road 107
69856;15036;tuas west street 4
69857;15037;bukit timah road 827
69858;15038;bedok north avenue 1 553
69859;15039;bedok road 346
69860;15040;yung kuang road 175a
69861;15040;yung kuang road 175b
69862;15040;yung kuang road 175c
69863;15040;yung kuang road 63
69864;15040;yung kuang road 64
69865;15040;yung kuang road 65
69866;15040;yung kuang road 66
69867;15041;bedok road 298
69868;15042;mulberry avenue 35
69869;15043;jalan kemboja 13
69870;15043;jalan kemboja 15
69871;15043;jalan kemboja 19
69872;15043;jalan kemboja 21
69873;15043;jalan kemboja 27
69874;15043;jalan kemboja 3
69875;15043;jalan kemboja 31
69876;15043;jalan kemboja 37
69877;15043;jalan kemboja 43
69878;15043;jalan kemboja 45
69879;15043;jalan kemboja 49
69880;15043;jalan kemboja 5
69881;15043;jalan kemboja 53
69882;15043;jalan kemboja 55
69883;15043;jalan kemboja 9
69884;15044;hillcrest road 73
69885;15045;mulberry avenue 100
69886;15046;bedok road 340a
69887;15046;bedok road 346a
69888;15047;pheng geck avenue 35
69889;15048;lorong 4 toa payoh 192
69890;15049;greenwood avenue 31
69891;15050;macpherson road 400
69892;15051;chempaka kuning link 111
69893;15052;puay hee avenue 43a
69894;15053;jalan pari kikis 21
69895;15054;bedok north street 1 539
69896;15055;pari dedap walk 6
69897;15056;bedok reservoir road 638
69898;15057;changi south street 2 6
69899;15058;puay hee avenue 45
69900;15059;meyappa chettiar road 6
69901;15060;jalan chengkek 10
69902;15061;jalan chengkek 15
69903;15062;angsana avenue 20
69904;15062;angsana avenue 22
69905;15062;angsana avenue 28
69906;15062;angsana avenue 34a
69907;15062;angsana avenue 38
69908;15062;angsana avenue 40
69909;15063;tuas avenue 12 34
69910;15063;tuas avenue 12 34a
69911;15064;tanah merah kechil avenue 3
69912;15065;bedok north street 3 538a
69913;15066;bedok north street 3 502
69914;15067;bedok road 357a
69915;15067;kew crescent 313
69916;15068;mulberry avenue 47
69917;15069;bedok reservoir road 612
69918;15070;bukit timah road 833-839
69919;15071;bukit timah road 835
69920;15072;wilby road 4
69921;15073;bedok reservoir road 606
69922;15074;lorong 1 toa payoh 169
69923;15075;jalan pari kikis 10
69924;15075;jalan pari kikis 11
69925;15075;jalan pari kikis 14
69926;15075;jalan pari kikis 16
69927;15075;jalan pari kikis 18
69928;15075;jalan pari kikis 18b
69929;15075;jalan pari kikis 19
69930;15075;jalan pari kikis 2
69931;15075;jalan pari kikis 20a
69932;15075;jalan pari kikis 20b
69933;15075;jalan pari kikis 20c
69934;15075;jalan pari kikis 23
69935;15075;jalan pari kikis 28
69936;15075;jalan pari kikis 3
69937;15075;jalan pari kikis 31
69938;15075;jalan pari kikis 35
69939;15075;jalan pari kikis 36
69940;15075;jalan pari kikis 38
69941;15075;jalan pari kikis 4
69942;15075;jalan pari kikis 42
69943;15075;jalan pari kikis 43
69944;15075;jalan pari kikis 46
69945;15075;jalan pari kikis 48
69946;15075;jalan pari kikis 5
69947;15075;jalan pari kikis 52
69948;15075;jalan pari kikis 54
69949;15075;jalan pari kikis 56
69950;15075;jalan pari kikis 6
69951;15075;jalan pari kikis 8
69952;15076;jalan pari kikis 29
69953;15077;macpherson road 4-01
69954;15077;macpherson road 401
69955;15078;greendale avenue 1
69956;15078;greendale avenue 12
69957;15078;greendale avenue 18
69958;15079;jalan anggerek 2
69959;15080;chempaka kuning link 89
69960;15081;bedok north avenue 1 85
69961;15082;redwood avenue 10
69962;15082;redwood avenue 11
69963;15082;redwood avenue 11a
69964;15082;redwood avenue 18
69965;15082;redwood avenue 19
69966;15082;redwood avenue 2
69967;15082;redwood avenue 21
69968;15082;redwood avenue 24
69969;15082;redwood avenue 4
69970;15083;vanda road 5
69971;15084;changi south street 2 17
69972;15085;bedok road 357
69973;15085;bedok road 357-359
69974;15086;dalhousie lane 6a
69975;15087;bukit timah road 833
69976;15088;puay hee avenue 14
69977;15088;puay hee avenue 15
69978;15088;puay hee avenue 16
69979;15088;puay hee avenue 17
69980;15088;puay hee avenue 17a
69981;15088;puay hee avenue 1a
69982;15088;puay hee avenue 3
69983;15088;puay hee avenue 30
69984;15088;puay hee avenue 30a
69985;15088;puay hee avenue 33
69986;15088;puay hee avenue 34
69987;15088;puay hee avenue 34a
69988;15088;puay hee avenue 36a
69989;15088;puay hee avenue 38
69990;15088;puay hee avenue 39
69991;15088;puay hee avenue 5
69992;15088;puay hee avenue 53
69993;15088;puay hee avenue 55
69994;15088;puay hee avenue 5e
69995;15088;puay hee avenue 61
69996;15088;puay hee avenue 65a
69997;15088;puay hee avenue 7
69998;15088;puay hee avenue 71
69999;15088;puay hee avenue 73a
70000;15088;puay hee avenue 9
70001;15088;upper thomson road 92c singapore 23
70002;15089;wan lee road 21
70003;15089;wan lee road 3
70004;15089;wan lee road 9
70005;15090;macpherson road 428
70006;15091;jalan melor 11
70007;15091;jalan melor 13
70008;15091;jalan melor 15
70009;15091;jalan melor 17
70010;15091;jalan melor 19
70011;15091;jalan melor 2
70012;15091;jalan melor 23
70013;15091;jalan melor 25
70014;15091;jalan melor 35
70015;15091;jalan melor 4
70016;15091;jalan melor 41
70017;15092;soon lee road 41
70018;15093;changi south avenue 2 23
70019;15094;francis thomas drive 15
70020;15095;bedok north street 4 85
70021;15096;paya lebar road 255
70022;15097;francis thomas drive 2
70023;15098;bedok road 357&359
70024;15099;greendale avenue 5
70025;15100;bedok north street 3 538
70026;15100;bedok north street 3 blk 538
70027;15101;bedok reservoir road 616
70028;15102;tao ching road 12
70029;15103;aljunied road 14
70030;15103;happy avenue west 11f
70031;15103;howard road 39
70032;15103;irving place 13
70033;15103;jalan anggerek 100a
70034;15103;jalan anggerek 102
70035;15103;jalan anggerek 104
70036;15103;jalan anggerek 106a
70037;15103;jalan anggerek 108
70038;15103;jalan anggerek 114a
70039;15103;jalan anggerek 118
70040;15103;jalan anggerek 120
70041;15103;jalan anggerek 120a
70042;15103;jalan anggerek 21a
70043;15103;jalan anggerek 29a
70044;15103;jalan anggerek 35a
70045;15103;jalan anggerek 49g
70046;15103;jalan anggerek 54a
70047;15103;jalan anggerek 55
70048;15103;jalan anggerek 60a
70049;15103;jalan anggerek 63
70050;15103;jalan anggerek 65-69
70051;15103;jalan anggerek 70
70052;15103;jalan anggerek 72a
70053;15103;jalan anggerek 74
70054;15103;jalan anggerek 76
70055;15103;jalan anggerek 78
70056;15103;jalan anggerek 78a
70057;15103;jalan anggerek 82
70058;15103;jalan anggerek 84
70059;15103;jalan anggerek 88
70060;15103;jalan anggerek 89
70061;15103;jalan anggerek 90
70062;15103;jalan anggerek 91
70063;15103;jalan anggerek 97
70064;15103;jalan jamal 9b
70065;15103;jalan melati 103c
70066;15103;jalan melati 118
70067;15103;jalan melor 1d
70068;15103;jalan mesin 11f
70069;15103;jalan raya 1-9b
70070;15103;jalan raya 10
70071;15103;jalan raya 8
70072;15103;jalan raya 9
70073;15103;joo seng road 168
70074;15103;joo seng road 214
70075;15103;joo seng road 27e
70076;15103;joo seng road 28
70077;15103;joo seng road 40j
70078;15103;joo seng road 6
70079;15103;joo seng road 8-90
70080;15103;joo seng road 84
70081;15103;joo seng road 9-56
70082;15103;joo seng road 96
70083;15103;kaki bukit avenue 2 5
70084;15103;kallang way 16
70085;15103;kampong ampat 3-02
70086;15103;lorong kesum 30
70087;15103;macpherson lane 1-243
70088;15103;macpherson lane 11
70089;15103;macpherson lane 15
70090;15103;macpherson lane 15b
70091;15103;macpherson lane 195a
70092;15103;macpherson lane 25
70093;15103;macpherson lane 263
70094;15103;macpherson lane 35a
70095;15103;macpherson lane 4-257
70096;15103;macpherson lane 401
70097;15103;macpherson lane 7
70098;15103;macpherson lane 8
70099;15103;macpherson lane 80
70100;15103;macpherson lane 82
70101;15103;macpherson lane 83
70102;15103;macpherson lane 84
70103;15103;macpherson road 1
70104;15103;macpherson road 10d
70105;15103;macpherson road 18b
70106;15103;macpherson road 2-08
70107;15103;macpherson road 2-31
70108;15103;macpherson road 21a
70109;15103;macpherson road 27
70110;15103;macpherson road 29
70111;15103;macpherson road 3
70112;15103;macpherson road 38c
70113;15103;macpherson road 38f
70114;15103;macpherson road 441-447
70115;15103;macpherson road 5
70116;15103;macpherson road 564a
70117;15103;macpherson road 565c
70118;15103;macpherson road 592b
70119;15103;macpherson road 599d
70120;15103;macpherson road 6
70121;15103;macpherson road 64
70122;15103;macpherson road 6a-7a
70123;15103;macpherson road 8
70124;15103;macpherson road 9
70125;15103;macpherson road f-7
70126;15103;macpherson road f-8
70127;15103;macpherson road g-8
70128;15103;mactaggart road 24
70129;15103;mount vernon road 1
70130;15103;pereira road 10
70131;15103;playfair road -
70132;15103;playfair road 101
70133;15103;playfair road 102
70134;15103;playfair road 115
70135;15103;playfair road 118
70136;15103;playfair road 203
70137;15103;playfair road 206
70138;15103;playfair road 207
70139;15103;playfair road 211
70140;15103;playfair road 214
70141;15103;playfair road 219
70142;15103;playfair road 25-27
70143;15103;playfair road 304
70144;15103;playfair road 306
70145;15103;playfair road 317
70146;15103;playfair road 39d
70147;15103;playfair road 603
70148;15103;playfair road 607
70149;15103;playfair road 612
70150;15803;playfair road b
70151;15103;playfair road c-2
70152;15103;shaw road 102
70153;15103;shaw road 182x
70154;15103;shaw road 3-06
70155;15103;shaw road 4-12
70156;15103;shaw road 502
70157;15103;shaw road 511
70158;15103;shaw road 6-02
70159;15103;shaw road a-1
70160;15103;shaw road a-2
70161;15103;shaw road c-1
70162;15103;shaw road d-5
70163;15103;upper aljunied lane 2-22
70164;15103;upper aljunied lane 26
70165;15834;upper aljunied lane 27
70166;15103;upper aljunied lane 43
70167;15103;upper aljunied lane 46
70168;15103;upper aljunied lane 47
70169;15103;upper aljunied lane 52
70170;15103;upper aljunied lane 58b
70171;15103;upper aljunied lane 58d
70172;15669;upper aljunied road 1
70173;15103;upper aljunied road 8
70174;15103;woodsville road 18a
70175;15104;second chin bee road 1
70176;15104;second chin bee road 5
70177;25511;second chin bee road no. 1
70178;15105;jalan pari kikis 37
70179;15106;lorong bunga 1
70180;15106;lorong bunga 12
70181;15106;lorong bunga 14
70182;15106;lorong bunga 2
70183;15106;lorong bunga 4
70184;15106;lorong bunga 9
70185;15107;kim keat avenue 255
70186;15108;chempaka avenue 7a
70187;15109;angsana avenue 26
70188;15560;linden drive 23d
70189;15110;linden drive 23j
70190;15111;toh tuck link 2
70191;15111;toh tuck link 7
70192;15112;jalan melor 27
70193;15113;bedok north street 3 504
70194;15114;kee choe avenue 48
70195;15115;mulberry avenue 77
70196;15116;bedok north avenue 1 552
70197;15117;tuas west avenue 18
70198;15118;bedok reservoir road 641
70199;15119;jalan anak patong 31
70200;15120;linden drive 18
70201;15121;chempaka kuning link 69
70202;15122;jalan tenaga 650
70203;15123;bedok road 282
70204;15124;peakville terrace 2
70205;15124;peakville terrace 20
70206;15124;peakville terrace 24
70207;15124;peakville terrace 3
70208;15124;peakville terrace 30
70209;15124;peakville terrace 40
70210;15124;peakville terrace 5
70211;15125;chempaka avenue 24
70212;15126;greendale avenue 2
70213;15126;greendale avenue 20
70214;15126;greendale avenue 7a
70215;15127;macpherson road 456
70216;15128;lorong bunga 7
70217;15129;adam park 14
70218;15130;wilby road 025
70219;15130;wilby road 10
70220;15130;wilby road 2
70221;15130;wilby road 22
70222;15130;wilby road 25
70223;15130;wilby road 26
70224;15130;wilby road 27
70225;15130;wilby road 28
70226;15130;wilby road 31
70227;15130;wilby road 33
70228;15130;wilby road 4a
70229;15130;wilby road 6
70230;15130;wilby road 8
70231;15131;tao ching road 103
70232;15131;tao ching road 105
70233;15132;puay hee avenue 51
70234;15133;macpherson road 450a
70235;15134;chempaka avenue 1
70236;15134;chempaka avenue 13
70237;15134;chempaka avenue 14
70238;15134;chempaka avenue 16
70239;15134;chempaka avenue 22
70240;15134;chempaka avenue 25
70241;15134;chempaka avenue 26
70242;15134;chempaka avenue 28
70243;15134;chempaka avenue 2a
70244;15134;chempaka avenue 30
70245;15134;chempaka avenue 32
70246;15134;chempaka avenue 34
70247;15134;chempaka avenue 36
70248;15134;chempaka avenue 38
70249;15134;chempaka avenue 39
70250;15134;chempaka avenue 40
70251;15134;chempaka avenue 43
70252;15134;chempaka avenue 44
70253;15134;chempaka avenue 45
70254;15134;chempaka avenue 50
70255;15134;chempaka avenue 51
70256;15134;chempaka avenue 52
70257;15134;chempaka avenue 54
70258;15134;chempaka avenue 63
70259;15134;chempaka avenue 6a
70260;15134;chempaka avenue 72
70261;15134;chempaka avenue 74
70262;15134;chempaka avenue 8a
70263;15134;chempaka avenue 9
70264;15135;macpherson road 454a
70265;15136;jalan pari dedap 25
70266;15137;macpherson road 454
70267;15138;jalan belangkas 43
